,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget
994,dark waters,2020-02-26,"Biopic, Drame",2h 08min,Todd Haynes,"Matthew Carnahan, Mario Correa","Mark Ruffalo, Anne Hathaway, Tim Robbins",U.S.A.,Le Pacte,Box Office France,158301,"4,0","4,1",415644.0,20000000
995,la moustache,2005-07-06,Comédie dramatique,1h 26min,Emmanuel Carrère,"Emmanuel Carrère, Jérôme Beaujour","Vincent Lindon, Emmanuelle Devos, Mathieu Amalric",France,Pathé,Box Office France,99266,"3,7","2,0",68181.0,0
996,le goût des autres,2000-03-01,"Comédie dramatique, Romance",1h 52min,Agnès Jaoui,"Agnès Jaoui, Jean-Pierre Bacri","Jean-Pierre Bacri, Gérard Lanvin, Alain Chabat",France,Pathé,Box Office France,24000,"4,2","3,7",538640.0,0
997,les blagues de toto,2020-08-05,Comédie,1h 24min,Pascal Bourdiaux,"Mathias Gavarry, Gaël Leforestier","Gavril Dartevelle, Guillaume De Tonquédec, Anne Marivin",France,SND,Box Office France,205528,"3,2","1,3",355837.0,6438600
998,monsieur & madame adelman,2017-03-08,"Comédie, Drame, Romance",2h 00min,Doria Tillier,"Nicolas Bedos, Nicolas Bedos","Nicolas Bedos, Doria Tillier, Denis Podalydès",France,Le Pacte,Box Office France,126787,"3,4","4,0",794295.0,0
999,jumanji: the next level,2019-12-04,"Aventure, Comédie",2h 04min,Jake Kasdan,"Jake Kasdan, Jeff Pinkner","Dwayne Johnson, Jack Black, Kevin Hart",U.S.A.,Sony Pictures Releasing France,Box Office France,785636,"2,7","3,2",481654.0,125000000
1001,"les dents, pipi et au lit",2018-03-28,Comédie,1h 45min,Emmanuel Gillibert,"Emmanuel Gillibert, Marion Thièry","Arnaud Ducret, Louise Bourgoin, Timéo Bolland",France,SND,Box Office France,214219,"2,8","2,5",913449.0,0
1002,jurassic world: fallen kingdom,2018-06-06,"Aventure, Science fiction, Action",2h 08min,Juan Antonio Bayona,"Colin Trevorrow, Derek Connolly","Chris Pratt, Bryce Dallas Howard, Rafe Spall",U.S.A.,Universal Pictures International France,Box Office France,1396911,"3,3","3,3",789534.0,170000000
1004,pacific rim uprising,2018-03-21,"Aventure, Science fiction",1h 51min,Steven S. DeKnight,"Emily Carmichael, Kira Snyder","John Boyega, Scott Eastwood, Cailee Spaeny",U.S.A.,Universal Pictures International France,Box Office France,331767,"2,6","2,4",529866.0,150000000
1005,happy end,2017-10-04,Drame,1h 48min,Michael Haneke,Michael Haneke,"Isabelle Huppert, Jean-Louis Trintignant, Mathieu Kassovitz",France,Les Films du Losange,Box Office France,45026,"2,6","2,4",300470.0,13600000
1006,captain america: the first avenger,2011-08-17,"Action, Aventure, Science fiction",2h 04min,Joe Johnston,"Christopher Markus, Stephen McFeely","Chris Evans, Hayley Atwell, Sebastian Stan",U.S.A.,Paramount Pictures France,Box Office France,444480,"3,3","3,5",1791048.0,140000000
1007,orphan,2009-12-30,"Thriller, Epouvante-horreur",2h 03min,Jaume Collet-Serra,"David Leslie Johnson-McGoldrick, Alex Mace","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman",U.S.A.,Warner Bros. France,Box Office France,259097,"3,8","3,8",1108423.0,20000000
1008,tre piani,2021-11-10,"Comédie dramatique, Comédie, Drame",2h 00min,Nanni Moretti,"Nanni Moretti, Federica Pontremoli","Margherita Buy, Riccardo Scamarcio, Alba Rohrwacher",Italie,Le Pacte,Box Office France,65389,"3,2","3,5",131032.0,0
1009,the snowman,2017-11-29,"Thriller, Policier",1h 59min,Tomas Alfredson,"Soren Sveistrup, Peter Straughan","Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg",Grande-Bretagne,Universal Pictures International France,Box Office France,121112,"1,7","2,1",451314.0,35000000
1010,american gangster,2007-11-14,"Drame, Policier",2h 37min,Ridley Scott,Steven Zaillian,"Russell Crowe, Denzel Washington, Chiwetel Ejiofor",U.S.A.,Paramount Pictures France,Box Office France,485455,"3,9","4,1",465666.0,100000000
1011,ready or not,2019-08-28,"Epouvante-horreur, Thriller",1h 36min,Tyler Gillett,"Matt Bettinelli-Olpin, Guy Busick, Ryan Murphy (IV)","Samara Weaving, Adam Brody, Mark O'Brien",U.S.A.,Twentieth Century Fox France,Box Office France,233242,"2,9","3,0",495125.0,6000000
1012,two lovers,2008-11-19,"Drame, Romance",1h 50min,James Gray,"James Gray, Ric Menello","Joaquin Phoenix, Gwyneth Paltrow, Vinessa Shaw",U.S.A.,Wild Bunch Distribution,Box Office France,239193,"4,4","3,7",428935.0,9800000
1013,"arthur, malédiction",2022-06-29,Epouvante-horreur,1h 27min,Barthélémy Grossmann,Luc Besson,"Vadim Agid, Lola Andreoni, Mathieu Berger",France,Apollo Films,Box Office France,121393,"1,6","1,1",61132.0,2400000
1014,john wick: chapter two,2017-02-22,Action,2h 03min,Chad Stahelski,Derek Kolstad,"Keanu Reeves, Riccardo Scamarcio, Ian McShane",U.S.A.,Metropolitan FilmExport,Box Office France,201953,"3,1","3,8",500500.0,40000000
1015,l'arnacoeur,2010-03-17,"Comédie, Romance",1h 45min,Pascal Chaumeil,"Laurent Zeitoun, Jeremy Doner","Romain Duris, Vanessa Paradis, Julie Ferrier",France,Universal Pictures International France,Box Office France,1167598,"4,0","3,8",2842444.0,8700000
1016,mrs. harris goes to paris,2022-11-02,"Comédie dramatique, Drame, Comédie",1h 56min,Anthony Fabian,"Carroll Cartwright, Anthony Fabian","Lesley Manville, Isabelle Huppert, Lambert Wilson",Grande-Bretagne,Universal Pictures International France,Box Office France,38711,"2,5","3,5",145266.0,0
1017,the girl with the dragon tattoo,2012-01-18,"Policier, Thriller",2h 38min,David Fincher,Steven Zaillian,"Rooney Mara, Daniel Craig, Christopher Plummer",U.S.A.,Sony Pictures Releasing France,Box Office France,477509,"3,8","4,0",2477828.0,13000000
1018,populaire,2012-11-28,Comédie,1h 51min,Regis Roinsard,"Regis Roinsard, Daniel Presley","Romain Duris, Déborah François, Bérénice Bejo",France,Mars Films,Box Office France,406295,"3,8","3,7",1452792.0,0
1019,verdens verste menneske,2021-10-13,"Drame, Comédie",2h 08min,Joachim Trier,"Joachim Trier, Eskil Vogt","Renate Reinsve, Anders Danielsen Lie, Herbert Nordrum",Norvège,Memento Distribution,Box Office France,67515,"4,2","3,9",171905.0,5000000
1020,the day after tomorrow,2004-05-26,"Action, Science fiction, Thriller",2h 00min,Roland Emmerich,"Roland Emmerich, Jeffrey Nachmanoff","Jake Gyllenhaal, Dennis Quaid, Emmy Rossum",U.S.A.,UFD,Box Office France,1009004,"2,7","3,3",184671.0,125000000
1021,the last samurai,2004-01-14,"Historique, Guerre",2h 24min,Edward Zwick,"John Logan, Edward Zwick","Tom Cruise, Billy Connolly, Tony Goldwyn",U.S.A.,Warner Bros. France,Box Office France,729476,"2,8","3,9",132052.0,140000000
1022,il était une fois dans l'oued,2005-10-19,Comédie,1h 33min,Djamel Bensalah,"Gilles Laurent, Djamel Bensalah","Julien Courbey, Sid Ahmed Agoumi, David Saracino",France,Gaumont Columbia Tristar Films,Box Office France,277643,"3,1","2,0",303565.0,0
1023,scoob!,2020-07-08,"Comédie, Animation, Famille",1h 34min,Tony Cervone,"Adam Sztykiel, Jack Donaldson","Frank Welker, Will Forte, Zac Efron",U.S.A.,Warner Bros. France,Box Office France,191223,"2,5","2,5",155460.0,90000000
1025,she said,2022-11-23,"Drame, Biopic, Judiciaire",2h 09min,Maria Schrader,Rebecca Lenkiewicz,"Carey Mulligan, Zoe Kazan, Patricia Clarkson",U.S.A.,Universal Pictures International France,Box Office France,58007,"3,6","3,8",137968.0,32000000
1026,thor,2011-04-27,"Action, Fantastique, Aventure",1h 55min,Kenneth Branagh,"Zack Stentz, Don Payne","Chris Hemsworth, Natalie Portman, Anthony Hopkins",U.S.A.,Paramount Pictures France,Box Office France,895181,"3,0","3,4",2289075.0,150000000
1027,halloween ends,2022-10-12,Epouvante-horreur,1h 51min,David Gordon Green,"Chris Bernier, David Gordon Green","Jamie Lee Curtis, Andi Matichak, Rohan Campbell",U.S.A.,Universal Pictures International France,Box Office France,187689,"2,7","2,0",66000.0,20000000
1028,goksung,2016-07-06,"Thriller, Policier, Drame, Epouvante-horreur",2h 36min,Na Hong-jin,Na Hong-jin,"Do-Won Kwak, Hwang Jeong-min, Jun Kunimura",Corée du Sud,Metropolitan FilmExport,Box Office France,17103,"4,1","3,9",439989.0,10951000
1029,"i, tonya",2018-02-21,"Drame, Biopic, Comédie",2h 00min,Craig Gillespie,Steven Rogers,"Margot Robbie, Allison Janney, Sebastian Stan",U.S.A.,Mars Films,Box Office France,71074,"3,5","4,0",385449.0,11000000
1030,il traditore,2019-10-30,"Biopic, Drame",2h 33min,Marco Bellocchio,"Marco Bellocchio, Valia Santella","Pierfrancesco Favino, Maria Fernanda Cândido, Fabrizio Ferracane",Italie,Ad Vitam,Box Office France,130197,"4,3","4,1",412659.0,0
1031,crimson peak,2015-10-14,"Epouvante-horreur, Drame, Romance",1h 59min,Guillermo del Toro,"Guillermo del Toro, Matthew Robbins","Mia Wasikowska, Tom Hiddleston, Jessica Chastain",U.S.A.,Universal Pictures International France,Box Office France,156318,"3,4","3,6",449683.0,55000000
1032,el laberinto del fauno,2006-11-01,"Fantastique, Epouvante-horreur",1h 52min,Guillermo del Toro,Guillermo del Toro,"Ivana Baquero, Sergi López, Doug Jones",Espagne,Wild Bunch Distribution,Box Office France,177058,"3,9","3,9",884092.0,19000000
1033,un homme à la hauteur,2016-05-04,"Comédie, Romance",1h 39min,Laurent Tirard,"Laurent Tirard, Grégoire Vigneron","Jean Dujardin, Virginie Efira, Cédric Kahn",France,Gaumont Distribution,Box Office France,278901,"2,8","3,0",814800.0,10000000
1034,la famille bélier,2014-12-17,Comédie,1h 46min,Eric Lartigau,Stanislas Carré de Malberg,"Louane Emera, Karin Viard, François Damiens",France,Mars Films,Box Office France,972689,"3,7","3,8",2794785.0,11000000
1035,the constant gardener,2005-12-28,"Drame, Thriller, Romance",2h 08min,Fernando Meirelles,Jeffrey Caine,"Ralph Fiennes, Rachel Weisz, Danny Huston",U.S.A.,Mars Distribution,Box Office France,215237,"3,5","3,8",142848.0,25000000
1036,phantom thread,2018-02-14,Drame,2h 11min,Paul Thomas Anderson,Paul Thomas Anderson,"Daniel Day-Lewis, Vicky Krieps, Lesley Manville",U.S.A.,Universal Pictures International France,Box Office France,133424,"4,3","3,8",573737.0,35000000
1037,pirates of the caribbean: at world's end,2007-05-23,"Aventure, Fantastique, Action",2h 49min,Gore Verbinski,"Ted Elliott, Terry Rossio","Johnny Depp, Orlando Bloom, Keira Knightley",U.S.A.,Buena Vista International,Box Office France,2709377,"3,1","3,7",1618561.0,300000000
1038,the lost city,2022-04-20,"Comédie, Action, Aventure",1h 52min,Aaron Nee,"Adam Nee, Oren Uziel, Dana Fox","Sandra Bullock, Channing Tatum, Daniel Radcliffe",U.S.A.,Paramount Pictures France,Box Office France,317713,"2,7","2,4",118119.0,74000000
1039,cet été-là,2023-01-04,"Comédie, Drame",1h 40min,Eric Lartigau,"Delphine Gleize, Eric Lartigau","Rose Pou Pellicer, Juliette Havelange, Marina Foïs",France,StudioCanal,Box Office France,45250,"3,3","2,3",134039.0,7940000
1040,burnt,2015-11-04,"Comédie, Drame",1h 42min,John Wells,Steven Knight,"Bradley Cooper, Sienna Miller, Daniel Brühl",U.S.A.,SND,Box Office France,217940,"2,3","2,9",462013.0,20000000
1041,red sparrow,2018-04-04,"Thriller, Espionnage",2h 21min,Francis Lawrence,Justin Haythe,"Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts",U.S.A.,Twentieth Century Fox France,Box Office France,331963,"2,8","3,6",728123.0,69000000
1042,le monde d'après,2022-10-26,Comédie,1h 01min,Laurent Firode,Laurent Firode,"Irène Ismailoff, Patrick Dross, Matthieu Moerlen",France,Bon Voyage Films,Box Office France,283,"1,8","4,1",21650.0,0
1043,les méchants,2021-09-08,Comédie,1h 24min,Mouloud Achour,"Dominique Baumard, Mouloud Achour, Dominique Baumard","Roman Frayssinet,  Djimo, Ludivine Sagnier",France,Le Pacte,Box Office France,77098,"2,7","1,8",163664.0,0
1044,mr. and mrs. smith,2005-07-27,"Action, Comédie, Espionnage, Romance",2h 00min,Doug Liman,Simon Kinberg,"Brad Pitt, Angelina Jolie, Vince Vaughn",U.S.A.,SND,Box Office France,1132991,"3,0","3,1",486228.0,110000000
1045,(500) days of summer,2009-09-30,"Comédie, Drame, Romance",1h 36min,Marc Webb,"Scott Neustadter, Michael H. Weber","Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend",U.S.A.,Twentieth Century Fox France,Box Office France,82432,"3,3","4,0",546865.0,7500000
1046,paw patrol: the movie,2021-08-11,"Animation, Famille, Aventure, Comédie",1h 26min,Cal Brunker,"Cal Brunker, Bob Barlen","Iain Armitage,  Valentina, Marsai Martin",U.S.A.,Paramount Pictures France,Box Office France,459566,"3,0","2,8",71739.0,26000000
1048,manchester by the sea,2016-12-14,Drame,2h 18min,Kenneth Lonergan,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler",U.S.A.,Universal Pictures International France,Box Office France,108185,"4,5","4,2",383370.0,9000000
1049,30 jours max,2020-10-14,"Comédie, Policier",1h 27min,Tarek Boudali,"Tarek Boudali, Pierre Dudan (II)","Tarek Boudali, Philippe Lacheau, Julien Arruti",France,StudioCanal,Box Office France,508815,"2,4","2,2",510133.0,13000000
1050,la prochaine fois je viserai le coeur,2014-11-12,"Policier, Drame",1h 51min,Cédric Anger,Cédric Anger,"Guillaume Canet, Ana Girardot, Jean-Yves Berteloot",France,TF1 Vidéo,Box Office France,190185,"3,7","3,2",720831.0,5100000
1051,hostel,2006-03-01,"Epouvante-horreur, Thriller",1h 34min,Eli Roth,Eli Roth,"Eli Roth, Derek Richardson, Eythor Gudjonsson",U.S.A.,Gaumont Columbia Tristar Films,Box Office France,125609,"2,6","2,6",371337.0,4800000
1052,oranges sanguines,2021-11-17,"Comédie, Drame",1h 45min,Jean-Christophe Meurisse,"Jean-Christophe Meurisse, Yohann Gloaguen","Alexandre Steiger, Christophe Paou, Lilith Grasmug",France,The Jokers / Les Bookmakers,Box Office France,17696,"3,5","3,2",251769.0,0
1053,babylon a. d.,2008-08-20,"Science fiction, Action, Thriller",1h 41min,Mathieu Kassovitz,"Eric Besnard, Mathieu Kassovitz","Vin Diesel, Mélanie Thierry, Michelle Yeoh",France,StudioCanal,Box Office France,408410,"2,0","2,0",1082389.0,70000000
1054,my love affair with marriage,2023-06-07,"Animation, Romance",1h 48min,Signe Baumane,Signe Baumane,"Dagmara Dominczyk, Matthew Modine, Michele Pawk",Lettonie,Tamasa Distribution,Box Office France,402,"3,4","2,9",36013.0,0
1055,busanhaeng,2016-08-17,"Action, Epouvante-horreur, Thriller",1h 58min,Sang-Ho Yeon,Joo-Suk Park,"Gong Yoo, Yu-mi Jung, Ma Dong-seok",Corée du Sud,ARP Sélection,Box Office France,112016,"4,0","4,1",467020.0,8500000
1056,le monde est à toi,2018-08-15,"Action, Comédie",1h 41min,Romain Gavras,"Romain Gavras, Karim Boukercha","Karim Leklou, Isabelle Adjani, Vincent Cassel",France,StudioCanal,Box Office France,155104,"3,6","3,5",492908.0,0
1057,tout s'est bien passé,2021-09-22,"Comédie dramatique, Drame, Comédie",1h 49min,François Ozon,François Ozon,"Sophie Marceau, André Dussollier, Géraldine Pailhas",France,Diaphana Distribution,Box Office France,100494,"3,4","3,5",168436.0,0
1058,tant que le soleil frappe,2023-02-08,Drame,1h 25min,Philippe Petit,Philippe Petit,"Swann Arlaud, Sarah Adler, Grégoire Oestermann",France,Pyramide Distribution,Box Office France,5849,"2,9","3,1",62230.0,2000000
1059,star wars: episode vii - the force awakens,2015-12-16,"Aventure, Action, Science fiction",2h 15min,J.J. Abrams,"Lawrence Kasdan, J.J. Abrams","Daisy Ridley, John Boyega, Adam Driver",U.S.A.,The Walt Disney Company France,Box Office France,3801235,"4,0","3,6",109861.0,245000000
1060,vice,2019-02-13,"Biopic, Drame",2h 14min,Adam McKay,Adam McKay,"Christian Bale, Amy Adams, Steve Carell",U.S.A.,Mars Films,Box Office France,124104,"3,9","4,0",542094.0,10000000
1061,"je vais bien, ne t'en fais pas",2006-09-06,Drame,1h 40min,Philippe Lioret,"Philippe Lioret, Olivier Adam","Mélanie Laurent, Kad Merad, Julien Boisselier",France,Mars Distribution,Box Office France,207069,"3,8","3,9",976001.0,0
1062,7 jours pas plus,2017-08-30,Comédie dramatique,1h 31min,Héctor Cabello Reyes,"Héctor Cabello Reyes, Sebastián Borensztein","Benoît Poelvoorde,  Pitobash, Alexandra Lamy",France,Ouragan films,Box Office France,29604,"2,9","3,0",221605.0,0
1063,open range,2004-02-25,"Western, Action",2h 19min,Kevin Costner,Craig Storper,"Kevin Costner, Robert Duvall, Annette Bening",U.S.A.,Pathé,Box Office France,181641,"4,4","3,7",56969.0,22000000
1064,shang-chi and the legend of the ten rings,2021-09-01,"Action, Fantastique",2h 12min,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton","Simu Liu, Tony Leung Chiu-Wai,  Awkwafina",U.S.A.,The Walt Disney Company France,Box Office France,481173,"3,3","3,8",281289.0,150000000
1065,beulokeo,2022-12-07,Drame,2h 09min,Hirokazu Kore-eda,Hirokazu Kore-eda,"Song Kang-Ho, Dong-won Gang, Doona Bae",Corée du Sud,Metropolitan FilmExport,Box Office France,64763,"3,7","3,8",40343.0,Erreur lors de la requête API 2.
1066,a.i. artificial intelligence,2001-10-24,"Science fiction, Aventure, Drame",2h 20min,Steven Spielberg,"Ian Watson, Steven Spielberg","Erik Bauersfeld, Haley Joel Osment, Jude Law",U.S.A.,Warner Bros. France,Box Office France,766701,"3,4","3,5",260084.0,100000000
1067,cinderella,2015-03-25,"Fantastique, Romance",1h 44min,Kenneth Branagh,Chris Weitz,"Lily James, Cate Blanchett, Richard Madden",U.S.A.,The Walt Disney Company France,Box Office France,636418,"3,0","3,5",816099.0,2900000
1068,the mule,2019-01-23,"Drame, Biopic",1h 56min,Clint Eastwood,Nick Schenk,"Clint Eastwood, Bradley Cooper, Laurence Fishburne",U.S.A.,Warner Bros. France,Box Office France,659999,"4,1","4,0",814133.0,50000000
1069,the hobbit: an unexpected journey,2012-12-12,"Fantastique, Aventure",2h 49min,Peter Jackson,"Peter Jackson, Philippa Boyens","Ian McKellen, Martin Freeman, Richard Armitage",U.S.A.,Warner Bros. France,Box Office France,1434119,"3,2","4,2",6305602.0,250000000
1070,ils sont vivants,2022-02-23,"Comédie dramatique, Romance",1h 52min,Jérémie Elkaïm,"Jérémie Elkaïm, Arthur Cahn","Marina Foïs, Seear Kohi, Laetitia Dosch",France,Memento Distribution,Box Office France,24084,"3,4","3,1",128533.0,0
1071,projet x,2012-03-14,Comédie,1h 27min,Nima Nourizadeh,"Matt Drake (II), Michael Bacall","Thomas Mann (II), Oliver Cooper, Jonathan Daniel Brown",U.S.A.,Warner Bros. France,Box Office France,645681,"3,0","3,1",5370713.0,12000000
1072,les volets verts,2022-08-24,Drame,1h 37min,Jean Becker,Jean-Loup Dabadie,"Gérard Depardieu, Fanny Ardant, Benoît Poelvoorde",France,ARP Sélection,Box Office France,150419,"2,8","2,9",75594.0,6200000
1073,the square,2017-10-18,Comédie dramatique,2h 22min,Ruben Östlund,Ruben Östlund,"Claes Bang, Elisabeth Moss, Dominic West",Suède,Bac Films,Box Office France,125709,"3,2","3,3",577305.0,0
1074,les profs,2013-04-17,Comédie,1h 28min,Pierre-François Martin-Laval,"Pierre-François Martin-Laval, Mathias Gavarry","Christian Clavier, Isabelle Nanty, Pierre-François Martin-Laval",France,UGC Distribution,Box Office France,1037269,"2,2","2,2",204144.0,12000000
1075,le monde de nemo,2003-11-26,"Animation, Aventure, Famille",1h 41min,Andrew Stanton,"Lee Unkrich, Andrew Stanton, Bob Peterson","Franck Dubosc, Albert Brooks, Ellen DeGeneres",U.S.A.,The Walt Disney Company France,Box Office France,2056621,"4,5","4,2",393182.0,94000000
1076,leila's brothers,2022-08-24,Drame,2h 39min,Saeed Roustaee,Saeed Roustaee,"Taraneh Alidoosti, Navid Mohammadzadeh, Payman Maadi",Iran,Wild Bunch Distribution,Box Office France,41242,"4,0","4,1",136334.0,0
1077,demain tout commence,2016-12-07,"Comédie, Drame",1h 58min,Hugo Gélin,"Hugo Gélin, Mathieu Oullion","Omar Sy, Gloria Colston, Clémence Poésy",France,Mars Films,Box Office France,626789,"3,2","4,1",1383294.0,0
1078,shooter,2007-04-18,"Action, Policier",2h 04min,Antoine Fuqua,Jonathan Lemkin,"Mark Wahlberg, Michael Peña, Rhona Mitra",U.S.A.,Paramount Pictures France,Box Office France,183930,"2,3","3,4",154369.0,61000000
