,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget
3799,devil,2011-04-20,"Epouvante-horreur, Fantastique, Thriller",1h 20min,John Erick Dowdle,Brian Nelson,"Chris Messina, Logan Marshall-Green, Jenny O'Hara",U.S.A.,Universal Pictures International France,Box Office France,10 803,"1,7","2,3",335910,10000000
3800,je crois que je l'aime,2007-02-21,"Romance, Comédie",1h 30min,Pierre Jolivet,"Pierre Jolivet, Simon Michaël","Vincent Lindon, Sandrine Bonnaire, François Berléand",France,StudioCanal,Box Office France,360 449,"3,6","2,4",243785,5621000
3801,seed of chucky,2005-03-02,"Epouvante-horreur, Fantastique",1h 27min,Don Mancini,Don Mancini,"Jennifer Tilly, Brad Dourif, Billy Boyd",U.S.A.,Rogue Pictures,Box Office France,94 206,"3,4","1,9",134237,12000000
3802,bewitched,2005-09-21,"Comédie, Fantastique, Romance",1h 42min,Nora Ephron,"Delia Ephron, Nora Ephron","Nicole Kidman, Will Ferrell, Shirley MacLaine",U.S.A.,Gaumont Columbia Tristar Films,Box Office France,346 788,"2,9","1,3",203040,85000000
3803,the last legion,2007-09-19,"Aventure, Action, Guerre",1h 41min,Doug Lefler,"Jez Butterworth, Tom Butterworth","Colin Firth, Ben Kingsley, Aishwarya Rai",Grande-Bretagne,Quinta Distribution,Box Office France,113 278,"1,9","1,9",363387,67000000
3804,star wars: the clone wars,2008-08-27,"Science fiction, Animation",1h 37min,Dave Filoni,"Henry Gilroy, Steven Melching","Anthony Daniels, Christopher Lee, Samuel L. Jackson",U.S.A.,Warner Bros. France,Box Office France,184 563,"2,6","3,3",394760,8500000
3805,the cut,2015-01-14,"Drame, Historique",2h 18min,Fatih Akın,"Fatih Akın, Mardik Martin","Tahar Rahim, Simon Abkarian, Makram Khoury",Allemagne,Pyramide Distribution,Box Office France,25 397,"2,1","3,5",247036,16000000
3806,mastemah,2022-06-29,"Epouvante-horreur, Thriller",1h 41min,Didier D. Daarwin,"Didier D. Daarwin, Johanne Rigoulot","Camille Razat, Olivier Barthelemy, Tibo Vandenborre",France,Alba Films,Box Office France,3 603,"1,3","1,6",89986,0
3807,certain women,2017-02-22,Drame,1h 47min,Kelly Reichardt,Kelly Reichardt,"Kristen Stewart, Michelle Williams, Laura Dern",U.S.A.,LFR Films,Box Office France,16 092,"4,1","3,1",105242,2000000
3808,abus de faiblesse,2014-02-12,Drame,1h 45min,Catherine Breillat,Catherine Breillat,"Isabelle Huppert, Kool Shen, Laurence Ursino",France,Rezo Films,Box Office France,17 386,"3,1","2,2",147799,0
3809,the rum diary,2011-11-30,"Comédie, Aventure, Drame",2h 00min,Bruce Robinson,Bruce Robinson,"Johnny Depp, Aaron Eckhart, Michael Rispoli",U.S.A.,Metropolitan FilmExport,Box Office France,58 749,"2,4","2,4",1084865,45000000
3810,fai bei sogni,2016-12-28,Drame,2h 14min,Marco Bellocchio,"Valia Santella, Edoardo Albinati","Valerio Mastandrea, Bérénice Bejo, Guido Caprino",Italie,Ad Vitam,Box Office France,42 042,"3,8","3,5",104821,0
3812,seabiscuit,2003-10-08,Drame,2h 20min,Gary Ross,Gary Ross,"Tobey Maguire, Jeff Bridges, Chris Cooper",U.S.A.,10 nominations,Box Office France,135 693,"2,8","3,2",26619,87000000
3814,freeheld,2016-02-10,"Drame, Romance",1h 44min,Peter Sollett,Ron Nyswaner,"Julianne Moore, Elliot Page, Steve Carell",U.S.A.,Orange Studio,Box Office France,25 790,"2,8","3,8",363646,7000000
3815,macbeth,2015-11-18,Drame,1h 53min,Justin Kurzel,"Todd Louiso, Jacob Koskoff","Michael Fassbender, Marion Cotillard, David Thewlis",Grande-Bretagne,StudioCanal,Box Office France,41 081,"3,2","2,9",1229317,3100000
3816,ternet ninja,2020-07-15,"Animation, Aventure, Comédie",1h 21min,Anders Matthesen,"Thorbjørn Christoffersen, Anders Matthesen","Stéphane Ronchewski, Anders Matthesen, Adeline Chetail",Danemark,Alba Films,Box Office France,58 314,"3,7","2,5",216090,0
3818,blade: trinity,2004-12-08,"Fantastique, Action",1h 46min,David S. Goyer,David S. Goyer,"Wesley Snipes, Kris Kristofferson, Ryan Reynolds",U.S.A.,Metropolitan FilmExport,Box Office France,321 904,"2,8","2,0",192281,65000000
3819,tom yum goong,2006-02-08,"Arts Martiaux, Action",1h 34min,Prachya Pinkaew,"Prachya Pinkaew,  Napalee","Tony Jaa, Petthai Wongkhamlao, Bongkoj Khongmalai",Thaïlande,TFM Distribution,Box Office France,216 132,"2,1","2,5",173997,6000000
3820,augustine,2012-11-07,Drame,1h 42min,Alice Winocour,Alice Winocour,"Vincent Lindon,  Soko, Chiara Mastroianni",France,ARP Sélection,Box Office France,67 617,"3,9","2,6",812584,0
3821,3 coeurs,2014-09-17,"Drame, Romance",1h 46min,Benoit Jacquot,"Benoit Jacquot, Julien Boivent","Benoît Poelvoorde, Charlotte Gainsbourg, Chiara Mastroianni",France,Wild Bunch Distribution,Box Office France,160 854,"3,6","2,6",600262,0
3822,the free state of jones,2016-09-14,"Guerre, Drame",2h 19min,Gary Ross,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali",U.S.A.,Metropolitan FilmExport,Box Office France,68 009,"2,8","3,7",342145,Erreur lors de la requête API 2.
3823,une femme de ménage,2002-11-13,Comédie dramatique,1h 28min,Claude Berri,Claude Berri,"Jean-Pierre Bacri, Emilie Dequenne, Brigitte Catillon",France,Pathé,Box Office France,277 359,"4,0","2,5",58717,0
3825,serendipity,2002-02-20,"Comédie, Romance",1h 27min,Peter Chelsom,Marc Klein,"John Cusack, Kate Beckinsale, Jeremy Piven",U.S.A.,Mars Distribution,Box Office France,144 404,"3,2","2,9",50080,28000000
3826,l'heure d'été,2008-03-05,Drame,1h 43min,Olivier Assayas,Olivier Assayas,"Juliette Binoche, Charles Berling, Jérémie Renier",France,MK2 Diffusion,Box Office France,151 227,"3,8","2,4",169815,0
3827,the visitor,2008-10-29,"Drame, Musical, Romance",1h 45min,Tom McCarthy,Tom McCarthy,"Richard Jenkins, Haaz Sleiman, Danai Gurira",U.S.A.,TFM Distribution,Box Office France,65 990,"4,1","4,1",206859,0
3828,antigone,2020-09-02,"Drame, Policier",1h 49min,Sophie Deraspe,Sophie Deraspe,"Nahéma Ricci, Rachida Oussaada, Nour Belkhiria",Canada,Les Alchimistes,Box Office France,1 261,"3,6","3,8",89550,3500000
3829,the spirit,2008-12-31,"Action, Thriller",1h 43min,Frank Miller,Frank Miller,"Gabriel Macht, Samuel L. Jackson, Scarlett Johansson",U.S.A.,Sony Pictures Releasing France,Box Office France,174 687,"2,6","2,0",515482,60000000
